name,Piscinas,Habitantes,Piscinas por cada 100 habitantes
Mañón (Coruña, A),1,1363,0.07
Mazaricos (Coruña, A),1,3947,0.03
Melide (Coruña, A),41,7443,0.55
Mesía (Coruña, A),21,2582,0.81
Miño (Coruña, A),164,6056,2.71
Moeche (Coruña, A),10,1226,0.82
Monfero (Coruña, A),8,1962,0.41
Mugardos (Coruña, A),73,5307,1.38
Muxía (Coruña, A),10,4736,0.21
Muros (Coruña, A),25,8695,0.29
Narón (Coruña, A),175,39115,0.45
Neda (Coruña, A),35,5112,0.68
Negreira (Coruña, A),35,6877,0.51
Noia (Coruña, A),60,14271,0.42
Oleiros (Coruña, A),1572,35559,4.42
Ordes (Coruña, A),68,12632,0.54
Oroso (Coruña, A),50,7452,0.67
Ortigueira (Coruña, A),21,5804,0.36
Outes (Coruña, A),41,6412,0.64
Paderne (Coruña, A),53,2419,2.19
Padrón (Coruña, A),80,8386,0.95
Pino, O (Coruña, A),59,4656,1.27
Pobra do Caramiñal, A (Coruña, A),78,9390,0.83
Ponteceso (Coruña, A),25,5565,0.45
Pontedeume (Coruña, A),115,7884,1.46
Pontes de García Rodríguez, As (Coruña, A),18,10237,0.18
Porto do Son (Coruña, A),101,9243,1.09
Rianxo (Coruña, A),93,11104,0.84
Ribeira (Coruña, A),206,27067,0.76
Rois (Coruña, A),77,4564,1.69
Sada (Coruña, A),605,15495,3.9
San Sadurniño (Coruña, A),18,2828,0.64
Santa Comba (Coruña, A),31,9450,0.33
Santiago de Compostela (Coruña, A),535,96405,0.55
Santiso (Coruña, A),4,1610,0.25
Sobrado (Coruña, A),11,1799,0.61
Somozas, As (Coruña, A),7,1103,0.63
Teo (Coruña, A),514,18525,2.77
Tordoia (Coruña, A),13,3361,0.39
Touro (Coruña, A),63,3620,1.74
Trazo (Coruña, A),35,3148,1.11
Valdoviño (Coruña, A),193,6613,2.92
Val do Dubra (Coruña, A),16,3925,0.41
Vedra (Coruña, A),131,5046,2.6
Vilasantar (Coruña, A),5,1225,0.41
Vilarmaior (Coruña, A),39,1231,3.17
Vimianzo (Coruña, A),11,7138,0.15
Zas (Coruña, A),16,4581,0.35
Cariño (Coruña, A),9,3945,0.23
Oza-Cesuras (Coruña, A),106,5155,2.06
Abia de la Obispalía (Cuenca),1,64,1.56
Acebrón, El (Cuenca),14,234,5.98
Alarcón (Cuenca),9,153,5.88
Albaladejo del Cuende (Cuenca),1,252,0.4
Albalate de las Nogueras (Cuenca),15,268,5.6
Albendea (Cuenca),7,125,5.6
Alberca de Záncara, La (Cuenca),18,1590,1.13
Alcázar del Rey (Cuenca),13,137,9.49
Alcohujate (Cuenca),4,30,13.33
Alconchel de la Estrella (Cuenca),1,90,1.11
Aliaguilla (Cuenca),4,659,0.61
Almarcha, La (Cuenca),8,375,2.13
Almendros (Cuenca),23,225,10.22
Almodóvar del Pinar (Cuenca),5,390,1.28
Almonacid del Marquesado (Cuenca),6,431,1.39
Altarejos (Cuenca),14,195,7.18
Arcos de la Sierra (Cuenca),1,85,1.18
Chillarón de Cuenca (Cuenca),144,602,23.92
Atalaya del Cañavate (Cuenca),2,95,2.11
Barajas de Melo (Cuenca),329,903,36.43
Barchín del Hoyo (Cuenca),3,87,3.45
Belinchón (Cuenca),12,328,3.66
Belmonte (Cuenca),51,1938,2.63
Belmontejo (Cuenca),3,165,1.82
Beteta (Cuenca),6,279,2.15
Boniches (Cuenca),2,144,1.39
Buenache de Alarcón (Cuenca),10,446,2.24
Buenache de la Sierra (Cuenca),2,90,2.22
Buendía (Cuenca),22,414,5.31
Campillo de Altobuey (Cuenca),15,1344,1.12
Campillos-Paravientos (Cuenca),1,113,0.88
Canalejas del Arroyo (Cuenca),2,219,0.91
Cañada del Hoyo (Cuenca),16,247,6.48
Cañada Juncosa (Cuenca),16,252,6.35
Cañamares (Cuenca),6,467,1.28
Cañavate, El (Cuenca),10,151,6.62
Cañaveras (Cuenca),2,267,0.75
Cañaveruelas (Cuenca),1,138,0.72
Cañete (Cuenca),7,769,0.91
Cañizares (Cuenca),8,456,1.75
Carboneras de Guadazaón (Cuenca),6,785,0.76
Cardenete (Cuenca),26,495,5.25
Casas de Benítez (Cuenca),27,877,3.08
Casas de Fernando Alonso (Cuenca),16,1210,1.32
Casas de Garcimolina (Cuenca),1,27,3.7
Casas de Guijarro (Cuenca),5,111,4.5
Casas de Haro (Cuenca),26,836,3.11
Casas de los Pinos (Cuenca),18,459,3.92
Casasimarro (Cuenca),50,3072,1.63
Castejón (Cuenca),2,155,1.29
Castillejo de Iniesta (Cuenca),4,150,2.67
Castillo de Garcimuñoz (Cuenca),1,139,0.72
Cervera del Llano (Cuenca),6,216,2.78
Cierva, La (Cuenca),1,30,3.33
Cuenca (Cuenca),258,54898,0.47
Enguídanos (Cuenca),8,321,2.49
Fuente de Pedro Naharro (Cuenca),18,1212,1.49
Fuentelespino de Haro (Cuenca),8,248,3.23
Fuentes (Cuenca),7,454,1.54
Fuertescusa (Cuenca),3,70,4.29
Gabaldón (Cuenca),2,183,1.09
Garaballa (Cuenca),2,68,2.94
Gascueña (Cuenca),10,154,6.49
Graja de Campalbo (Cuenca),1,93,1.08
Graja de Iniesta (Cuenca),3,365,0.82
Herrumblar, El (Cuenca),4,678,0.59
Hinojosos, Los (Cuenca),23,789,2.92
Hito, El (Cuenca),4,142,2.82
Honrubia (Cuenca),18,1597,1.13
Hontanaya (Cuenca),4,263,1.52
Hontecillas (Cuenca),10,53,18.87
Horcajo de Santiago (Cuenca),80,3526,2.27
Huelves (Cuenca),17,51,33.33
Huérguina (Cuenca),2,52,3.85
Huerta de la Obispalía (Cuenca),2,124,1.61
Huerta del Marquesado (Cuenca),3,190,1.58
Huete (Cuenca),48,1777,2.7
Iniesta (Cuenca),41,4299,0.95
Laguna del Marquesado (Cuenca),1,45,2.22
Landete (Cuenca),7,1216,0.58
Ledaña (Cuenca),5,1584,0.32
Leganiel (Cuenca),7,189,3.7
Majadas, Las (Cuenca),2,251,0.8
Mariana (Cuenca),13,293,4.44
Mesas, Las (Cuenca),24,2328,1.03
Minglanilla (Cuenca),18,2211,0.81
Mira (Cuenca),18,926,1.94
Monreal del Llano (Cuenca),7,67,10.45
Montalbanejo (Cuenca),8,106,7.55
Montalbo (Cuenca),15,626,2.4
Monteagudo de las Salinas (Cuenca),3,110,2.73
Mota del Cuervo (Cuenca),120,6030,1.99
Motilla del Palancar (Cuenca),28,5959,0.47
Moya (Cuenca),5,138,3.62
Narboneta (Cuenca),1,43,2.33
Olivares de Júcar (Cuenca),5,334,1.5
Olmeda del Rey (Cuenca),5,133,3.76
Olmedilla de Alarcón (Cuenca),10,151,6.62
Osa de la Vega (Cuenca),7,485,1.44
Palomares del Campo (Cuenca),11,625,1.76
Palomera (Cuenca),10,159,6.29
Paracuellos (Cuenca),6,101,5.94
Paredes (Cuenca),3,58,5.17
Parra de las Vegas, La (Cuenca),2,34,5.88
Pedernoso, El (Cuenca),18,1127,1.6
Pedroñeras, Las (Cuenca),80,6548,1.22
Peral, El (Cuenca),3,611,0.49
Peraleja, La (Cuenca),3,96,3.13
Pesquera, La (Cuenca),14,215,6.51
Picazo, El (Cuenca),16,679,2.36
Pinarejo (Cuenca),1,213,0.47
Pineda de Gigüela (Cuenca),4,59,6.78
Piqueras del Castillo (Cuenca),2,53,3.77
Portilla (Cuenca),2,64,3.13
Poyatos (Cuenca),1,60,1.67
Pozoamargo (Cuenca),14,290,4.83
Pozorrubio de Santiago (Cuenca),18,305,5.9
Priego (Cuenca),12,920,1.3
Provencio, El (Cuenca),84,2418,3.47
Puebla de Almenara (Cuenca),6,345,1.74
Valle de Altomira, El (Cuenca),5,216,2.31
Puebla del Salvador (Cuenca),8,183,4.37
Quintanar del Rey (Cuenca),99,7589,1.3
Rada de Haro (Cuenca),3,46,6.52
Reíllo (Cuenca),1,118,0.85
Rozalén del Monte (Cuenca),6,67,8.96
Saceda-Trasierra (Cuenca),16,38,42.11
Saelices (Cuenca),25,505,4.95
Salmeroncillos (Cuenca),5,100,5
Salvacañete (Cuenca),1,296,0.34
San Clemente (Cuenca),157,7107,2.21
San Lorenzo de la Parrilla (Cuenca),7,1040,0.67
San Martín de Boniches (Cuenca),1,46,2.17
San Pedro Palmiches (Cuenca),3,55,5.45
Santa Cruz de Moya (Cuenca),3,227,1.32
Santa María del Campo Rus (Cuenca),11,590,1.86
Santa María de los Llanos (Cuenca),10,688,1.45
Sisante (Cuenca),40,1643,2.43
Talayuelas (Cuenca),12,884,1.36
Tarancón (Cuenca),239,14990,1.59
Tébar (Cuenca),12,280,4.29
Tejadillos (Cuenca),2,124,1.61
Tinajas (Cuenca),11,195,5.64
Torrejoncillo del Rey (Cuenca),17,363,4.68
Torrubia del Campo (Cuenca),16,257,6.23
Tragacete (Cuenca),5,259,1.93
Tresjuncos (Cuenca),5,302,1.66
Tribaldos (Cuenca),2,96,2.08
Uclés (Cuenca),15,223,6.73
Uña (Cuenca),4,89,4.49
Valdemorillo de la Sierra (Cuenca),1,66,1.52
Valdeolivas (Cuenca),4,203,1.97
Valhermoso de la Fuente (Cuenca),1,48,2.08
Valverde de Júcar (Cuenca),19,1071,1.77
Valverdejo (Cuenca),3,102,2.94
Vara de Rey (Cuenca),14,501,2.79
Vega del Codorno (Cuenca),2,134,1.49
Vellisca (Cuenca),7,100,7
Villaconejos de Trabaque (Cuenca),4,348,1.15
Villaescusa de Haro (Cuenca),13,470,2.77
Villagarcía del Llano (Cuenca),13,745,1.74
Villalba de la Sierra (Cuenca),36,476,7.56
Villalba del Rey (Cuenca),13,515,2.52
Villalgordo del Marquesado (Cuenca),1,76,1.32
Villalpardo (Cuenca),3,1016,0.3
Villamayor de Santiago (Cuenca),57,2522,2.26
Villanueva de Guadamejud (Cuenca),16,70,22.86
Villanueva de la Jara (Cuenca),66,2304,2.86
Villar de Cañas (Cuenca),167,378,44.18
Villar de Domingo García (Cuenca),3,229,1.31
Villar de la Encina (Cuenca),5,165,3.03
Villar del Humo (Cuenca),2,189,1.06
Villar del Infantado (Cuenca),6,47,12.77
Villar de Olalla (Cuenca),36,1258,2.86
Villarejo de Fuentes (Cuenca),4,454,0.88
Villarejo de la Peñuela (Cuenca),1,21,4.76
Villarejo-Periesteban (Cuenca),2,385,0.52
Villares del Saz (Cuenca),13,466,2.79
Villarrubio (Cuenca),7,196,3.57
Villarta (Cuenca),6,821,0.73
Villas de la Ventosa (Cuenca),8,233,3.43
Villaverde y Pasaconsol (Cuenca),5,337,1.48
Zafra de Záncara (Cuenca),11,124,8.87
Zarza de Tajo (Cuenca),24,229,10.48
Zarzuela (Cuenca),4,181,2.21
Campos del Paraíso (Cuenca),33,767,4.3
Valdetórtola (Cuenca),3,130,2.31
Valeras, Las (Cuenca),10,1516,0.66
Fuentenava de Jábaga (Cuenca),95,525,18.1
Arcas (Cuenca),162,1665,9.73
Valdecolmenas, Los (Cuenca),1,75,1.33
Pozorrubielos de la Mancha (Cuenca),8,188,4.26
Sotorribas (Cuenca),17,756,2.25
Villar y Velasco (Cuenca),3,82,3.66
Agullana (Girona),50,841,5.95
Aiguaviva (Girona),77,767,10.04
Albanyà (Girona),9,139,6.47
Albons (Girona),84,765,10.98
Far d'Empordà, El (Girona),42,576,7.29
Alp (Girona),28,1559,1.8
Amer (Girona),57,2256,2.53
Angl√®s (Girona),81,5519,1.47
Arbúcies (Girona),179,6515,2.75
Argelaguer (Girona),6,423,1.42
Armentera, L' (Girona),89,937,9.5
Avinyonet de Puigventós (Girona),244,1604,15.21
Begur (Girona),1673,3934,42.53
Vajol, La (Girona),8,85,9.41
Banyoles (Girona),347,19615,1.77
Bàscara (Girona),53,1000,5.3
Bellcaire d'Empordà (Girona),54,671,8.05
Besalú (Girona),28,2467,1.13
Bescanó (Girona),268,4941,5.42
Beuda (Girona),23,187,12.3
Bisbal d'Empordà, La (Girona),122,10859,1.12
Blanes (Girona),727,38790,1.87
Bolvir (Girona),58,383,15.14
Bordils (Girona),78,1701,4.59
Borrassà (Girona),104,702,14.81
Breda (Girona),72,3733,1.93
Brunyola (Girona),34,369,9.21
Boadella i les Escaules (Girona),15,269,5.58
Cabanes (Girona),51,944,5.4
Cabanelles (Girona),25,273,9.16
Cadaqués (Girona),141,2752,5.12
Caldes de Malavella (Girona),839,7458,11.25
Calonge (Girona),2333,10897,21.41
Camós (Girona),40,690,5.8
Campdevànol (Girona),20,3204,0.62
Campelles (Girona),5,133,3.76
Campllong (Girona),39,535,7.29
Camprodon (Girona),25,2261,1.11
Canet d'Adri (Girona),76,708,10.73
Cantallops (Girona),20,313,6.39
Capmany (Girona),66,613,10.77
Queralbs (Girona),3,186,1.61
Cassà de la Selva (Girona),277,10359,2.67
Castellfollit de la Roca (Girona),10,956,1.05
Castelló d'Empúries (Girona),2565,10820,23.71
Castell-Platja d'Aro (Girona),1423,10585,13.44
Celrà (Girona),73,5390,1.35
Cervià de Ter (Girona),76,948,8.02
Cistella (Girona),19,300,6.33
Siurana (Girona),15,162,9.26
Colera (Girona),42,465,9.03
Colomers (Girona),21,176,11.93
Cornellà del Terri (Girona),134,2322,5.77
Cor√ßà (Girona),93,1253,7.42
Crespià (Girona),18,251,7.17
Darnius (Girona),37,557,6.64
Das (Girona),13,227,5.73
Escala, L' (Girona),1909,10417,18.33
Espinelves (Girona),7,206,3.4
Espolla (Girona),11,425,2.59
Esponellà (Girona),51,433,11.78
Figueres (Girona),243,46381,0.52
Fla√ßà (Girona),22,1081,2.04
Foixà (Girona),83,305,27.21
Fontanals de Cerdanya (Girona),30,455,6.59
Fontanilles (Girona),45,138,32.61
Fontcoberta (Girona),102,1474,6.92
Fornells de la Selva (Girona),181,2649,6.83
Fortià (Girona),74,732,10.11
Garrigàs (Girona),48,439,10.93
Garrigoles (Girona),22,175,12.57
Garriguella (Girona),63,840,7.5
Ger (Girona),8,429,1.86
Girona (Girona),976,100266,0.97
Gombr√®n (Girona),5,186,2.69
Gualta (Girona),37,392,9.44
Guils de Cerdanya (Girona),50,529,9.45
Hostalric (Girona),31,4139,0.75
Isóvol (Girona),14,278,5.04
Jafre (Girona),21,390,5.38
Jonquera, La (Girona),28,3233,0.87
Juià (Girona),16,335,4.78
Lladó (Girona),38,787,4.83
Llagostera (Girona),470,8297,5.66
Llambilles (Girona),91,693,13.13
Llanars (Girona),9,514,1.75
Llan√ßà (Girona),319,4868,6.55
Llers (Girona),116,1239,9.36
Llívia (Girona),42,1428,2.94
Lloret de Mar (Girona),2740,37350,7.34
Llosses, Les (Girona),16,219,7.31
Madremanya (Girona),33,282,11.7
Maià de Montcal (Girona),37,413,8.96
Meranges (Girona),3,98,3.06
Masarac (Girona),18,272,6.62
Massanes (Girona),104,730,14.25
Ma√ßanet de Cabrenys (Girona),63,681,9.25
Ma√ßanet de la Selva (Girona),1048,6919,15.15
Mieres (Girona),19,312,6.09
Mollet de Peralada (Girona),13,190,6.84
Molló (Girona),5,328,1.52
Montagut i Oix (Girona),39,899,4.34
Mont-ras (Girona),246,1691,14.55
Navata (Girona),176,1313,13.4
Ogassa (Girona),5,226,2.21
Olot (Girona),253,34486,0.73
Ordis (Girona),41,382,10.73
Osor (Girona),16,416,3.85
Palafrugell (Girona),1219,22860,5.33
Palamós (Girona),345,17898,1.93
Palau de Santa Eulàlia (Girona),12,95,12.63
Palau-saverdera (Girona),320,1439,22.24
Palau-sator (Girona),68,295,23.05
Palol de Revardit (Girona),46,467,9.85
Pals (Girona),795,2461,32.3
Pardines (Girona),3,162,1.85
Parlavà (Girona),83,394,21.07
Pau (Girona),99,547,18.1
Pedret i Marzà (Girona),24,195,12.31
Pera, La (Girona),61,447,13.65
Peralada (Girona),225,1868,12.04
Planes d'Hostoles, Les (Girona),66,1660,3.98
Planoles (Girona),16,303,5.28
Pont de Molins (Girona),43,530,8.11
Pontós (Girona),27,247,10.93
Porqueres (Girona),259,4595,5.64
Portbou (Girona),4,1077,0.37
Preses, Les (Girona),37,1763,2.1
Port de la Selva, El (Girona),184,980,18.78
Puigcerdà (Girona),57,8981,0.63
Quart (Girona),199,3640,5.47
Rabós (Girona),14,179,7.82
Regencós (Girona),48,276,17.39
Ribes de Freser (Girona),21,1766,1.19
Riells i Viabrea (Girona),510,4002,12.74
Ripoll (Girona),65,10632,0.61
Riudarenes (Girona),293,2181,13.43
Riudaura (Girona),26,462,5.63
Riudellots de la Selva (Girona),104,2059,5.05
Riumors (Girona),28,263,10.65
Roses (Girona),1644,19319,8.51
Rupià (Girona),51,269,18.96
Sales de Llierca (Girona),9,151,5.96
Salt (Girona),52,30622,0.17
Sant Andreu Salou (Girona),15,156,9.62
Sant Climent Sescebes (Girona),21,635,3.31
Sant Feliu de Buixalleu (Girona),127,804,15.8
Sant Feliu de Guíxols (Girona),567,21824,2.6
Sant Feliu de Pallerols (Girona),42,1343,3.13
Sant Ferriol (Girona),17,245,6.94
Sant Gregori (Girona),194,3740,5.19
Sant Hilari Sacalm (Girona),48,5591,0.86
Sant Jaume de Llierca (Girona),17,840,2.02
Sant Jordi Desvalls (Girona),42,731,5.75
Sant Joan de les Abadesses (Girona),21,3224,0.65
Sant Joan de Mollet (Girona),26,502,5.18
Sant Julià de Ramis (Girona),240,3461,6.93
Vallfogona de Ripoll√®s (Girona),7,212,3.3
Sant Lloren√ß de la Muga (Girona),32,251,12.75
Sant Martí de Llémena (Girona),85,626,13.58
Sant Martí Vell (Girona),11,249,4.42
Sant Miquel de Campmajor (Girona),25,228,10.96
Sant Miquel de Fluvià (Girona),69,746,9.25
Sant Mori (Girona),19,177,10.73
Sant Pau de Segúries (Girona),5,707,0.71
Sant Pere Pescador (Girona),245,2039,12.02
Santa Coloma de Farners (Girona),423,12894,3.28
Santa Cristina d'Aro (Girona),1144,5203,21.99
Santa Llogaia d'Álguema (Girona),11,363,3.03
Sant Aniol de Finestres (Girona),30,351,8.55
Santa Pau (Girona),68,1573,4.32
Sant Joan les Fonts (Girona),65,2966,2.19
Sarrià de Ter (Girona),36,5114,0.7
Saus, Camallera i Llampaies (Girona),79,848,9.32
Selva de Mar, La (Girona),8,187,4.28
Cellera de Ter, La (Girona),56,1976,2.83
Serinyà (Girona),59,1108,5.32
Serra de Daró (Girona),32,210,15.24
Setcases (Girona),2,168,1.19
Sils (Girona),513,5969,8.59
Susqueda (Girona),7,97,7.22
Tallada d'Empordà, La (Girona),49,459,10.68
Terrades (Girona),18,314,5.73
Torrent (Girona),83,165,50.3
Torroella de Fluvià (Girona),78,723,10.79
Torroella de Montgrí (Girona),694,11537,6.02
Tortellà (Girona),30,801,3.75
Toses (Girona),4,165,2.42
Tossa de Mar (Girona),453,5584,8.11
Ultramort (Girona),17,214,7.94
Ullà (Girona),48,1139,4.21
Ullastret (Girona),44,286,15.38
Urús (Girona),9,178,5.06
Vall d'en Bas, La (Girona),95,3029,3.14
Vall de Bianya, La (Girona),46,1286,3.58
Vall-llobrega (Girona),159,912,17.43
Ventalló (Girona),114,854,13.35
Verges (Girona),47,1189,3.95
Vidrà (Girona),3,173,1.73
Vidreres (Girona),919,7740,11.87
Vilabertran (Girona),33,951,3.47
Vilablareix (Girona),107,2789,3.84
Viladasens (Girona),26,204,12.75
Viladamat (Girona),57,466,12.23
Vilademuls (Girona),105,823,12.76
Viladrau (Girona),138,1026,13.45
Vilafant (Girona),197,5443,3.62
Vilaür (Girona),15,147,10.2
Vilaju√Øga (Girona),46,1112,4.14
Vilallonga de Ter (Girona),5,404,1.24
Vilamacolum (Girona),29,312,9.29
Vilamalla (Girona),69,1157,5.96
Vilamaniscle (Girona),20,208,9.62
Vilanant (Girona),35,399,8.77
Vila-sacra (Girona),35,709,4.94
Vilopriu (Girona),72,205,35.12
Vilobí d'Onyar (Girona),206,3196,6.45
Biure (Girona),15,238,6.3
Cru√Ølles, Monells i Sant Sadurní de l'Heura (Girona),169,1274,13.27
Forallac (Girona),234,1713,13.66
Sant Julià del Llor i Bonmatí (Girona),57,1275,4.47
Agrón (Granada),7,288,2.43
Alamedilla (Granada),4,599,0.67
Albolote (Granada),1523,18746,8.12
Albondón (Granada),8,729,1.1
Albuñán (Granada),17,415,4.1
Albuñol (Granada),45,7128,0.63
Albuñuelas (Granada),52,830,6.27
Aldeire (Granada),17,628,2.71
Alfacar (Granada),472,5378,8.78
Algarinejo (Granada),163,2591,6.29
Alhama de Granada (Granada),76,5980,1.27
Alhendín (Granada),501,9168,5.46
Alicún de Ortega (Granada),3,475,0.63
Almegíjar (Granada),11,346,3.18
Almuñécar (Granada),2048,26377,7.76
Alquife (Granada),10,624,1.6
Arenas del Rey (Granada),37,1178,3.14
Armilla (Granada),190,23968,0.79
Atarfe (Granada),480,18554,2.59
Baza (Granada),429,20519,2.09
Beas de Granada (Granada),54,985,5.48
Beas de Guadix (Granada),1,340,0.29
Benalúa (Granada),47,3285,1.43
Benalúa de las Villas (Granada),44,1065,4.13
Benamaurel (Granada),35,2297,1.52
Bérchules (Granada),20,719,2.78
Bubión (Granada),14,302,4.64
Busquístar (Granada),9,279,3.23
Cacín (Granada),42,578,7.27
Cádiar (Granada),39,1469,2.65
Cájar (Granada),718,5070,14.16
Calicasas (Granada),20,609,3.28
Campotéjar (Granada),64,1253,5.11
Caniles (Granada),72,4060,1.77
Cáñar (Granada),20,343,5.83
Capileira (Granada),21,558,3.76
Carataunas (Granada),27,178,15.17
Cástaras (Granada),6,244,2.46
Castilléjar (Granada),37,1337,2.77
Castril (Granada),82,2124,3.86
Cenes de la Vega (Granada),257,7928,3.24
Cijuela (Granada),186,3243,5.74
Cogollos de Guadix (Granada),9,656,1.37
Cogollos de la Vega (Granada),139,2044,6.8
Colomera (Granada),91,1350,6.74
Cortes de Baza (Granada),42,1901,2.21
Cortes y Graena (Granada),27,993,2.72
Cúllar (Granada),53,4171,1.27
Cúllar Vega (Granada),751,7378,10.18
Chauchina (Granada),119,5546,2.15
Chimeneas (Granada),45,1291,3.49
Churriana de la Vega (Granada),363,14851,2.44
Darro (Granada),24,1583,1.52
Dehesas de Guadix (Granada),3,420,0.71
Dehesas Viejas (Granada),5,723,0.69
Deifontes (Granada),146,2616,5.58
Diezma (Granada),31,755,4.11
Dílar (Granada),279,2032,13.73
Dólar (Granada),21,621,3.38
Dúdar (Granada),80,320,25
Dúrcal (Granada),335,6975,4.8
Escúzar (Granada),15,789,1.9
Ferreira (Granada),5,300,1.67
Fonelas (Granada),11,993,1.11
Freila (Granada),37,900,4.11
Fuente Vaqueros (Granada),157,4387,3.58
Galera (Granada),13,1090,1.19
Gobernador (Granada),4,233,1.72
Gójar (Granada),943,5703,16.54
Gorafe (Granada),2,379,0.53
Granada (Granada),1989,232208,0.86
Guadahortuna (Granada),42,1924,2.18
Guadix (Granada),235,18718,1.26
Gualchos (Granada),91,5210,1.75
Güéjar Sierra (Granada),157,2849,5.51
Güevéjar (Granada),109,2541,4.29
Huélago (Granada),3,388,0.77
Huéneja (Granada),21,1151,1.82
Huéscar (Granada),187,7367,2.54
Huétor de Santillán (Granada),362,1882,19.23
Huétor Tájar (Granada),125,10286,1.22
Huétor Vega (Granada),977,11966,8.16
Íllora (Granada),539,10135,5.32
Ítrabo (Granada),146,1002,14.57
Iznalloz (Granada),85,5085,1.67
Játar (Granada),30,599,5.01
Jayena (Granada),24,1104,2.17
Jérez del Marquesado (Granada),32,977,3.28
Jete (Granada),75,909,8.25
Jun (Granada),467,3785,12.34
Juviles (Granada),5,142,3.52
Calahorra, La (Granada),16,661,2.42
Láchar (Granada),151,3354,4.5
Lanjarón (Granada),229,3485,6.57
Lanteira (Granada),4,576,0.69
Lecrín (Granada),198,2103,9.42
Lentegí (Granada),18,328,5.49
Lobras (Granada),4,148,2.7
Loja (Granada),802,20371,3.94
Lugros (Granada),4,332,1.2
Lújar (Granada),20,462,4.33
Malahá, La (Granada),34,1827,1.86
Maracena (Granada),168,22047,0.76
Marchal (Granada),5,409,1.22
Moclín (Granada),234,3723,6.29
Molvízar (Granada),199,2759,7.21
Monachil (Granada),851,7826,10.87
Montefrío (Granada),380,5479,6.94
Montejícar (Granada),29,2163,1.34
Montillana (Granada),93,1157,8.04
